Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,9,Southern Tier,11-9131,Postmasters and Mail Superintendents,60,86040,85690,74750,91690
10,9,Southern Tier,11-9141,"Property, Real Estate, and Community Association Managers",110,81140,68230,45320,99060
10,9,Southern Tier,11-9151,Social and Community Service Managers,380,77340,76880,56060,87980
10,9,Southern Tier,11-9161,Emergency Management Directors,,104270,79050,61160,125830
10,9,Southern Tier,11-9171,Funeral Home Managers,50,75810,60730,39160,94140
10,9,Southern Tier,11-9199,"Managers, All Other",280,131440,123310,58760,167780
10,9,Southern Tier,13-0000,Business and Financial Operations Occupations,11370,81300,77990,47980,97960
10,9,Southern Tier,13-1020,Buyers and Purchasing Agents,760,72460,64180,44650,86370
10,9,Southern Tier,13-1031,"Claims Adjusters, Examiners, and Investigators",540,77330,82900,51890,90050
10,9,Southern Tier,13-1041,Compliance Officers,410,75360,64860,48430,88820
10,9,Southern Tier,13-1051,Cost Estimators,260,74290,65290,46150,88360
10,9,Southern Tier,13-1071,Human Resources Specialists,940,75100,66040,45510,89900
10,9,Southern Tier,13-1075,Labor Relations Specialists,130,85650,81540,47270,104850
10,9,Southern Tier,13-1081,Logisticians,110,80300,79140,57060,91920
10,9,Southern Tier,13-1082,Project Management Specialists,1020,106760,104030,63980,128160
10,9,Southern Tier,13-1111,Management Analysts,700,87280,79610,58460,101680
10,9,Southern Tier,13-1121,"Meeting, Convention, and Event Planners",140,63760,63350,40810,75240
10,9,Southern Tier,13-1131,Fundraisers,410,83110,81460,52990,98170
10,9,Southern Tier,13-1141,"Compensation, Benefits, and Job Analysis Specialists",120,80310,79140,52590,94170
10,9,Southern Tier,13-1151,Training and Development Specialists,580,61020,58440,33120,74960
10,9,Southern Tier,13-1161,Market Research Analysts and Marketing Specialists,870,78060,66940,43730,95220
10,9,Southern Tier,13-1199,"Business Operations Specialists, All Other",780,75150,64670,45210,90110
10,9,Southern Tier,13-2011,Accountants and Auditors,1770,84360,79050,52980,100050
10,9,Southern Tier,13-2020,Appraisers and Assessors of Real Estate,160,71310,63140,45520,84210
10,9,Southern Tier,13-2031,Budget Analysts,100,94720,99990,60050,112050
10,9,Southern Tier,13-2041,Credit Analysts,50,80640,64880,50190,95860
10,9,Southern Tier,13-2051,Financial Analysts,440,96440,82280,64250,112540
10,9,Southern Tier,13-2052,Personal Financial Advisors,200,118050,102590,58250,147950
10,9,Southern Tier,13-2053,Insurance Underwriters,130,74800,65740,50250,87080
10,9,Southern Tier,13-2054,Financial Risk Specialists,,123820,107560,73710,148880
10,9,Southern Tier,13-2061,Financial Examiners,80,79630,78360,45560,96660
10,9,Southern Tier,13-2071,Credit Counselors,50,67470,63350,48540,76940
10,9,Southern Tier,13-2072,Loan Officers,300,76690,61940,45110,92490
10,9,Southern Tier,13-2081,"Tax Examiners and Collectors, and Revenue Agents",50,70280,61060,46800,82020
10,9,Southern Tier,13-2082,Tax Preparers,150,42200,38400,29920,48330
10,9,Southern Tier,13-2099,"Financial Specialists, All Other",60,55340,50410,40190,62920
10,9,Southern Tier,15-0000,Computer and Mathematical Occupations,6120,91030,81800,52780,110160
10,9,Southern Tier,15-1211,Computer Systems Analysts,790,108200,104530,71580,126510
10,9,Southern Tier,15-1212,Information Security Analysts,150,108400,104530,65190,130000
10,9,Southern Tier,15-1221,Computer and Information Research Scientists,60,114540,104370,57310,143150
10,9,Southern Tier,15-1231,Computer Network Support Specialists,380,61300,60910,40970,71470
10,9,Southern Tier,15-1232,Computer User Support Specialists,1150,60410,60910,41410,69910
10,9,Southern Tier,15-1241,Computer Network Architects,240,124990,104980,81560,146700
10,9,Southern Tier,15-1242,Database Administrators,90,84230,80860,47870,102400
10,9,Southern Tier,15-1243,Database Architects,,123210,129040,74540,147550
10,9,Southern Tier,15-1244,Network and Computer Systems Administrators,730,91410,82330,61810,106200
10,9,Southern Tier,15-1251,Computer Programmers,410,86190,81800,56830,100870
10,9,Southern Tier,15-1252,Software Developers,1350,110570,104980,71260,130230
10,9,Southern Tier,15-1253,Software Quality Assurance Analysts and Testers,170,86840,82030,55820,102350
10,9,Southern Tier,15-1254,Web Developers,80,57800,50990,37680,67860
10,9,Southern Tier,15-1255,Web and Digital Interface Designers,140,79000,64200,52070,92460
10,9,Southern Tier,15-1299,"Computer Occupations, All Other",100,68300,64610,45060,79920
10,9,Southern Tier,15-2011,Actuaries,,137200,134240,67960,171820
10,9,Southern Tier,15-2031,Operations Research Analysts,90,95770,86880,63720,111800
10,9,Southern Tier,15-2041,Statisticians,,109170,101890,76210,125650
10,9,Southern Tier,15-2051,Data Scientists,90,101830,97840,61840,121830
10,9,Southern Tier,17-0000,Architecture and Engineering Occupations,6140,84990,80540,50660,102160
10,9,Southern Tier,17-1011,"Architects, Except Landscape and Naval",160,96440,97710,64050,112630
10,9,Southern Tier,17-1012,Landscape Architects,,73440,67490,53100,83610
10,9,Southern Tier,17-1021,Cartographers and Photogrammetrists,,67810,62700,54570,74430
10,9,Southern Tier,17-1022,Surveyors,,70160,63710,45200,82640
10,9,Southern Tier,17-2011,Aerospace Engineers,,100930,100780,78040,112380
10,9,Southern Tier,17-2031,Biomedical Engineers,,103130,102340,68710,120340
10,9,Southern Tier,17-2041,Chemical Engineers,70,114010,100790,85100,128460
10,9,Southern Tier,17-2051,Civil Engineers,410,91130,82180,66290,103550
10,9,Southern Tier,17-2061,Computer Hardware Engineers,80,129340,135750,84410,151810
10,9,Southern Tier,17-2071,Electrical Engineers,450,103480,103290,72520,118960
10,9,Southern Tier,17-2072,"Electronics Engineers, Except Computer",150,107880,101470,68020,127810
10,9,Southern Tier,17-2081,Environmental Engineers,90,82620,81100,60350,93750
10,9,Southern Tier,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",70,95760,98630,69360,108960
10,9,Southern Tier,17-2112,Industrial Engineers,1040,93560,82180,65780,107460
10,9,Southern Tier,17-2131,Materials Engineers,220,109210,105280,76210,125720
10,9,Southern Tier,17-2141,Mechanical Engineers,690,97170,82790,68290,111600
10,9,Southern Tier,17-2199,"Engineers, All Other",430,99280,102850,57080,120370
10,9,Southern Tier,17-3011,Architectural and Civil Drafters,110,56640,52170,42280,63820
10,9,Southern Tier,17-3012,Electrical and Electronics Drafters,,73860,78360,53840,83870
10,9,Southern Tier,17-3013,Mechanical Drafters,110,64170,62700,45330,73590
10,9,Southern Tier,17-3021,Aerospace Engineering and Operations Technicians,,68350,64300,57100,73970
10,9,Southern Tier,17-3022,Civil Engineering Technicians,90,61700,62700,46640,69230
10,9,Southern Tier,17-3023,Electrical and Electronic Engineering Technicians,340,59210,58440,42560,67540
10,9,Southern Tier,17-3025,Environmental Engineering Technicians,,58730,63260,46790,64700
10,9,Southern Tier,17-3026,Industrial Engineering Technicians,780,63740,62250,35060,78080
10,9,Southern Tier,17-3027,Mechanical Engineering Technicians,120,60380,50170,44540,68300
10,9,Southern Tier,17-3028,Calibration Technologists and Technicians,,75370,78360,51070,87530
10,9,Southern Tier,17-3029,"Engineering Technicians, Except Drafters, All Other",300,54820,49950,43480,60490
10,9,Southern Tier,17-3031,Surveying and Mapping Technicians,90,52170,48410,38040,59230
10,9,Southern Tier,19-0000,"Life, Physical, and Social Science Occupations",3000,74820,63460,42860,90810
10,9,Southern Tier,19-1012,Food Scientists and Technologists,,51860,40320,35680,59940
10,9,Southern Tier,19-1021,Biochemists and Biophysicists,,82260,72970,56340,95210
10,9,Southern Tier,19-1022,Microbiologists,,94060,84640,63370,109410
10,9,Southern Tier,19-1023,Zoologists and Wildlife Biologists,,76580,66430,60320,84710
10,9,Southern Tier,19-1029,"Biological Scientists, All Other",,99810,82160,60330,119540
10,9,Southern Tier,19-1031,Conservation Scientists,,74350,67990,49030,87010
10,9,Southern Tier,19-1032,Foresters,,82860,84530,60650,93970
10,9,Southern Tier,19-1042,"Medical Scientists, Except Epidemiologists",130,110190,83110,60410,135080
10,9,Southern Tier,19-2012,Physicists,,181050,174860,119760,211690
10,9,Southern Tier,19-2021,Atmospheric and Space Scientists,,80430,80270,45570,97860
10,9,Southern Tier,19-2031,Chemists,140,87210,81640,53670,103990
10,9,Southern Tier,19-2041,"Environmental Scientists and Specialists, Including Health",90,72250,64490,51220,82760
10,9,Southern Tier,19-2042,"Geoscientists, Except Hydrologists and Geographers",,98310,81000,52470,121230
10,9,Southern Tier,19-2099,"Physical Scientists, All Other",,196430,,102940,243170
10,9,Southern Tier,19-3033,Clinical and Counseling Psychologists,100,103240,104830,65310,122200
10,9,Southern Tier,19-3034,School Psychologists,130,79350,78980,59590,89240
10,9,Southern Tier,19-3051,Urban and Regional Planners,80,84930,81780,63310,95740
10,9,Southern Tier,19-3099,"Social Scientists and Related Workers, All Other",,120330,105330,78970,141010
10,9,Southern Tier,19-4012,Agricultural Technicians,180,45790,48830,33030,52170
10,9,Southern Tier,19-4021,Biological Technicians,160,47980,47290,34450,54740
10,9,Southern Tier,19-4031,Chemical Technicians,110,52730,49490,33590,62300
10,9,Southern Tier,19-4042,"Environmental Science and Protection Technicians, Including Health",70,49900,48910,37450,56120
10,9,Southern Tier,19-4061,Social Science Research Assistants,60,45630,38910,29830,53530
10,9,Southern Tier,19-4071,Forest and Conservation Technicians,,53470,51730,39780,60320
10,9,Southern Tier,19-4099,"Life, Physical, and Social Science Technicians, All Other",,59650,53140,43660,67640
10,9,Southern Tier,19-5011,Occupational Health and Safety Specialists,190,77470,78290,53280,89560
10,9,Southern Tier,19-5012,Occupational Health and Safety Technicians,,56980,48610,39000,65960
10,9,Southern Tier,21-0000,Community and Social Service Occupations,6130,54900,50420,34840,64940
10,9,Southern Tier,21-1012,"Educational, Guidance, School, and Vocational Counselors",1190,65800,64660,42470,77470
10,9,Southern Tier,21-1015,Rehabilitation Counselors,120,46810,39570,30480,54970
10,9,Southern Tier,21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",600,53190,50420,36020,61770
10,9,Southern Tier,21-1019,"Counselors, All Other",,45830,40220,30630,53430
10,9,Southern Tier,21-1021,"Child, Family, and School Social Workers",800,57030,51850,42610,64240
10,9,Southern Tier,21-1022,Healthcare Social Workers,550,50200,48630,36170,57220
10,9,Southern Tier,21-1023,Mental Health and Substance Abuse Social Workers,300,68110,65160,45950,79180
10,9,Southern Tier,21-1029,"Social Workers, All Other",140,74120,77530,62260,80050
10,9,Southern Tier,21-1091,Health Educators,60,60530,51540,41710,69930
10,9,Southern Tier,21-1092,Probation Officers and Correctional Treatment Specialists,220,68330,62920,55530,74730
10,9,Southern Tier,21-1093,Social and Human Service Assistants,1330,42120,39450,30250,48060
10,9,Southern Tier,21-1094,Community Health Workers,200,45080,39770,33380,50920
10,9,Southern Tier,21-1099,"Community and Social Service Specialists, All Other",120,69560,65160,51150,78770
10,9,Southern Tier,21-2011,Clergy,350,48690,48710,30640,57710
10,9,Southern Tier,21-2021,"Directors, Religious Activities and Education",80,45760,48330,31800,52740
10,9,Southern Tier,21-2099,"Religious Workers, All Other",,33790,31520,30950,35220
10,9,Southern Tier,23-0000,Legal Occupations,1500,101280,79870,45040,129410
10,9,Southern Tier,23-1011,Lawyers,700,125030,103090,67700,153690
10,9,Southern Tier,23-1022,"Arbitrators, Mediators, and Conciliators",,110470,118240,79870,125760
10,9,Southern Tier,23-1023,"Judges, Magistrate Judges, and Magistrates",230,146670,168270,75140,182440
10,9,Southern Tier,23-2011,Paralegals and Legal Assistants,470,50680,48350,37040,57500
10,9,Southern Tier,23-2093,"Title Examiners, Abstractors, and Searchers",,52250,48270,35910,60420
10,9,Southern Tier,23-2099,"Legal Support Workers, All Other",,129080,138000,96060,145590
10,9,Southern Tier,25-0000,"Education, Training, and Library Occupations",22760,74160,64110,33850,94320
10,9,Southern Tier,25-1011,"Business Teachers, Postsecondary",,161850,166810,79580,202980
10,9,Southern Tier,25-1021,"Computer Science Teachers, Postsecondary",,156200,133650,90550,189020
10,9,Southern Tier,25-1022,"Mathematical Science Teachers, Postsecondary",220,111710,101670,62930,136100
10,9,Southern Tier,25-1031,"Architecture Teachers, Postsecondary",,123040,106030,86510,141300
10,9,Southern Tier,25-1032,"Engineering Teachers, Postsecondary",,131980,129400,85910,155010
10,9,Southern Tier,25-1042,"Biological Science Teachers, Postsecondary",,135440,133650,79330,163500
10,9,Southern Tier,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",,144980,135020,88160,173380
10,9,Southern Tier,25-1052,"Chemistry Teachers, Postsecondary",,131930,128170,68670,163560
10,9,Southern Tier,25-1053,"Environmental Science Teachers, Postsecondary",,104160,102540,60150,126170
10,9,Southern Tier,25-1054,"Physics Teachers, Postsecondary",,142000,135020,85970,170020
10,9,Southern Tier,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,98860,82240,58200,119190
10,9,Southern Tier,25-1063,"Economics Teachers, Postsecondary",,186990,173490,106590,227180
10,9,Southern Tier,25-1066,"Psychology Teachers, Postsecondary",120,114970,102540,63660,140630
10,9,Southern Tier,25-1067,"Sociology Teachers, Postsecondary",80,104270,101670,59360,126730
10,9,Southern Tier,25-1069,"Social Sciences Teachers, Postsecondary, All Other",70,108780,95850,50380,137980
10,9,Southern Tier,25-1071,"Health Specialties Teachers, Postsecondary",440,124030,105580,63810,154130
10,9,Southern Tier,25-1072,"Nursing Instructors and Teachers, Postsecondary",170,94410,80780,56400,113410
10,9,Southern Tier,25-1081,"Education Teachers, Postsecondary",80,93290,80550,56110,111880
10,9,Southern Tier,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,109670,83670,46840,141090
10,9,Southern Tier,25-1112,"Law Teachers, Postsecondary",,204860,,99270,257660
10,9,Southern Tier,25-1121,"Art, Drama, and Music Teachers, Postsecondary",,94120,80020,56980,112690
10,9,Southern Tier,25-1122,"Communications Teachers, Postsecondary",80,108700,102540,65190,130460
10,9,Southern Tier,25-1123,"English Language and Literature Teachers, Postsecondary",,103600,83670,58800,126010
10,9,Southern Tier,25-1124,"Foreign Language and Literature Teachers, Postsecondary",90,104450,80550,52720,130320
10,9,Southern Tier,25-1125,"History Teachers, Postsecondary",,118490,104750,70520,142470
10,9,Southern Tier,25-1126,"Philosophy and Religion Teachers, Postsecondary",90,94640,80550,42960,120480
10,9,Southern Tier,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",50,96480,80550,54560,117440
10,9,Southern Tier,25-1194,"Vocational Education Teachers, Postsecondary",90,70180,64370,41070,84730
10,9,Southern Tier,25-1199,"Postsecondary Teachers, All Other",,86700,80550,73330,93380
10,9,Southern Tier,25-2011,"Preschool Teachers, Except Special Education",590,39310,36890,29510,44220
10,9,Southern Tier,25-2012,"Kindergarten Teachers, Except Special Education",230,72940,66040,51600,83620
10,9,Southern Tier,25-2021,"Elementary School Teachers, Except Special Education",3130,73350,64830,51620,84210
10,9,Southern Tier,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1140,72450,66040,55270,81040
10,9,Southern Tier,25-2023,"Career/Technical  Education Teachers, Middle School",,73430,67010,57800,81250
10,9,Southern Tier,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2070,74980,66040,54700,85110
10,9,Southern Tier,25-2032,"Career/Technical Education Teachers, Secondary School",340,73380,66040,54700,82720
10,9,Southern Tier,25-2051,"Special Education Teachers, Preschool",,65830,52610,47220,75140
10,9,Southern Tier,25-2052,"Special Education Teachers, Kindergarten and Elementary School",680,71080,66040,52580,80330
10,9,Southern Tier,25-2057,"Special Education Teachers, Middle School",180,74270,66040,59470,81680
10,9,Southern Tier,25-2058,"Special Education Teachers, Secondary School",520,76450,78590,56270,86540
10,9,Southern Tier,25-2059,"Special Education Teachers, All Other",,64210,61750,50940,70840
10,9,Southern Tier,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,58680,54470,45610,65210
10,9,Southern Tier,25-3021,Self-Enrichment Education Teachers,440,58540,49890,34830,70390
10,9,Southern Tier,25-3031,"Substitute Teachers, Short-Term",1360,36560,31260,29140,40270
10,9,Southern Tier,25-3041,Tutors,200,51450,39140,28950,62690
10,9,Southern Tier,25-3099,"Teachers and Instructors, All Other",100,62440,63150,46400,70460
10,9,Southern Tier,25-4011,Archivists,,74130,69810,45340,88530
10,9,Southern Tier,25-4012,Curators,50,56460,50890,32600,68380
10,9,Southern Tier,25-4013,Museum Technicians and Conservators,,46200,40060,31740,53420
10,9,Southern Tier,25-4022,Librarians and Media Collections Specialists,470,73110,64850,51260,84030
10,9,Southern Tier,25-4031,Library Technicians,130,44920,41990,29610,52580
10,9,Southern Tier,25-9031,Instructional Coordinators,960,82100,81750,57880,94210
10,9,Southern Tier,25-9044,"Teaching Assistants, Postsecondary",260,58680,62230,40800,67620
10,9,Southern Tier,25-9045,"Teaching Assistants, Except Postsecondary",4210,31820,29600,27456,34120
10,9,Southern Tier,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",2550,65110,52400,33970,80680
10,9,Southern Tier,27-1011,Art Directors,,97100,85610,54040,118630
10,9,Southern Tier,27-1021,Commercial and Industrial Designers,,69420,65600,44020,82120
10,9,Southern Tier,27-1023,Floral Designers,60,34400,31040,29730,36730
10,9,Southern Tier,27-1024,Graphic Designers,270,58940,51200,35470,70680
10,9,Southern Tier,27-1025,Interior Designers,60,72440,63430,38530,89390
10,9,Southern Tier,27-1026,Merchandise Displayers and Window Trimmers,160,35410,31120,30010,38100
10,9,Southern Tier,27-2012,Producers and Directors,170,69560,63310,34740,86960
10,9,Southern Tier,27-2022,Coaches and Scouts,390,62830,50840,34700,76890
10,9,Southern Tier,27-2041,Music Directors and Composers,50,53980,39830,33640,64150
10,9,Southern Tier,27-3011,Radio and Television Announcers,90,52050,48330,29590,63280
10,9,Southern Tier,27-3023,"News Analysts, Reporters, and Journalist",50,43240,36490,30070,49820
10,9,Southern Tier,27-3031,Public Relations Specialists,520,80260,78750,46210,97280
10,9,Southern Tier,27-3041,Editors,160,70850,65930,41380,85590
10,9,Southern Tier,27-3042,Technical Writers,100,71400,65600,49430,82380
10,9,Southern Tier,27-3043,Writers and Authors,60,100280,83030,51670,124590
10,9,Southern Tier,27-3092,Court Reporters and Simultaneous Captioners,,90610,83110,64340,103750
10,9,Southern Tier,27-4011,Audio and Video Equipment Technicians,,49270,48830,31950,57930
10,9,Southern Tier,27-4012,Broadcast Technicians,,44230,38840,28920,51880
10,9,Southern Tier,27-4021,Photographers,50,44020,31470,28610,51720
10,9,Southern Tier,29-0000,Healthcare Practitioners and Technical Occupations,15080,87230,64990,44970,108350
10,9,Southern Tier,29-1011,Chiropractors,,85090,64040,53840,100710
10,9,Southern Tier,29-1021,"Dentists, General",150,185090,168370,106580,224350
10,9,Southern Tier,29-1023,Orthodontists,,219560,126660,104640,277020
10,9,Southern Tier,29-1031,Dietitians and Nutritionists,140,68860,64210,50920,77830
10,9,Southern Tier,29-1041,Optometrists,50,131100,131800,99920,146690
10,9,Southern Tier,29-1051,Pharmacists,450,131710,132290,97410,148860
10,9,Southern Tier,29-1071,Physician Assistants,200,126830,125320,96930,141780
10,9,Southern Tier,29-1081,Podiatrists,,132180,80700,59790,168370
10,9,Southern Tier,29-1122,Occupational Therapists,280,83400,80280,59460,95360
10,9,Southern Tier,29-1123,Physical Therapists,380,85760,81020,64730,96280
10,9,Southern Tier,29-1124,Radiation Therapists,,79340,80330,62590,87720
10,9,Southern Tier,29-1125,Recreational Therapists,50,59950,61550,42640,68610
10,9,Southern Tier,29-1126,Respiratory Therapists,170,71460,68050,59580,77400
10,9,Southern Tier,29-1127,Speech-Language Pathologists,280,79880,79520,57540,91050
10,9,Southern Tier,29-1129,"Therapists, All Other",,57090,50690,42250,64510
10,9,Southern Tier,29-1131,Veterinarians,140,117580,106300,76720,138010
10,9,Southern Tier,29-1141,Registered Nurses,5340,75510,77860,59750,83390
10,9,Southern Tier,29-1151,Nurse Anesthetists,,204590,202420,169530,222120
10,9,Southern Tier,29-1161,Nurse Midwives,,115960,105830,86850,130520
10,9,Southern Tier,29-1171,Nurse Practitioners,470,118910,108810,96180,130280
10,9,Southern Tier,29-1181,Audiologists,,95650,101440,72290,107320
10,9,Southern Tier,29-1212,Cardiologists,,363160,,255380,
10,9,Southern Tier,29-1214,Emergency Medicine Physicians,60,295320,,63030,
10,9,Southern Tier,29-1215,Family Medicine Physicians,170,205430,,92060,262120
10,9,Southern Tier,29-1216,General Internal Medicine Physicians,170,208640,,70630,277640
10,9,Southern Tier,29-1217,Neurologists,,376720,,309870,
10,9,Southern Tier,29-1218,Obstetricians and Gynecologists,,362600,,258680,
10,9,Southern Tier,29-1221,"Pediatricians, General",,260390,,171860,
10,9,Southern Tier,29-1223,Psychiatrists,70,218140,201860,75160,289630
10,9,Southern Tier,29-1224,Radiologists,,354180,,239480,
10,9,Southern Tier,29-1229,"Physicians, All Other",270,263790,,91560,
10,9,Southern Tier,29-1241,"Ophthalmologists, Except Pediatric",,274220,,157730,332460
10,9,Southern Tier,29-1249,"Surgeons, All Other",70,275440,,76180,
10,9,Southern Tier,29-1292,Dental Hygienists,360,73380,77670,58070,81040
10,9,Southern Tier,29-2010,Clinical Laboratory Technologists and Technicians,600,62550,64510,42270,72700
10,9,Southern Tier,29-2031,Cardiovascular Technologists and Technicians,80,60660,62290,34430,73780
10,9,Southern Tier,29-2032,Diagnostic Medical Sonographers,210,88830,79780,60860,102810
10,9,Southern Tier,29-2033,Nuclear Medicine Technologists,,85660,82280,73500,91740
10,9,Southern Tier,29-2034,Radiologic Technologists,390,62490,62290,48110,69690
10,9,Southern Tier,29-2035,Magnetic Resonance Imaging Technologists,50,72180,69740,62320,77110
10,9,Southern Tier,29-2042,Emergency Medical Technicians,250,35080,32000,29490,37870
10,9,Southern Tier,29-2043,Paramedics,230,48960,48310,41760,52560
10,9,Southern Tier,29-2051,Dietetic Technicians,,42500,38580,32340,47580
10,9,Southern Tier,29-2052,Pharmacy Technicians,620,36130,36830,29570,39400
10,9,Southern Tier,29-2053,Psychiatric Technicians,,33170,30880,30580,34460
10,9,Southern Tier,29-2055,Surgical Technologists,150,47660,48330,35280,53850
10,9,Southern Tier,29-2056,Veterinary Technologists and Technicians,340,45220,49200,34330,50660
10,9,Southern Tier,29-2057,Ophthalmic Medical Technicians,100,41030,38470,34870,44110
10,9,Southern Tier,29-2061,Licensed Practical and Licensed Vocational Nurses,1580,48190,48640,40720,51930
10,9,Southern Tier,29-2072,Medical Records Specialists,140,46710,48320,33830,53150
10,9,Southern Tier,29-2081,"Opticians, Dispensing",120,51870,49830,39710,57950
10,9,Southern Tier,29-2091,Orthotists and Prosthetists,,81010,63710,59330,91840
10,9,Southern Tier,29-2092,Hearing Aid Specialists,,87080,75410,47710,106770
10,9,Southern Tier,29-2099,"Health Technologists and Technicians, All Other",160,49220,39210,32200,57730
10,9,Southern Tier,29-9021,Health Information Technologists and Medical Registrars,60,71540,63960,44570,85020
10,9,Southern Tier,29-9091,Athletic Trainers,,68490,63960,51340,77070
10,9,Southern Tier,29-9099,"Healthcare Practitioners and Technical Workers, All Other",,75560,81850,45520,90580
10,9,Southern Tier,31-0000,Healthcare Support Occupations,11400,36550,31750,29640,40000
10,9,Southern Tier,31-1120,Home Health & Personal Care Aides,5480,34780,31580,28790,37770
10,9,Southern Tier,31-1131,Nursing Assistants,3160,35020,31880,30340,37360
10,9,Southern Tier,31-1132,Orderlies,50,32170,30310,29830,33340
10,9,Southern Tier,31-2011,Occupational Therapy Assistants,60,60650,63720,49340,66300
10,9,Southern Tier,31-2021,Physical Therapist Assistants,150,56650,52340,45160,62400
10,9,Southern Tier,31-2022,Physical Therapist Aides,50,33680,31180,28380,36320
10,9,Southern Tier,31-9011,Massage Therapists,100,65660,63330,33740,81620
10,9,Southern Tier,31-9091,Dental Assistants,510,41520,39620,32460,46040
10,9,Southern Tier,31-9092,Medical Assistants,670,37210,38660,31080,40280
10,9,Southern Tier,31-9093,Medical Equipment Preparers,190,38810,38770,31130,42660
10,9,Southern Tier,31-9094,Medical Transcriptionists,90,40500,39020,34000,43750
10,9,Southern Tier,31-9095,Pharmacy Aides,160,33550,31600,29540,35550
10,9,Southern Tier,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,230,41140,40200,31830,45800
10,9,Southern Tier,31-9097,Phlebotomists,130,36190,32090,31150,38710
10,9,Southern Tier,31-9099,"Healthcare Support Workers, All Other",120,40590,38770,31310,45230
10,9,Southern Tier,33-0000,Protective Service Occupations,5570,63800,63740,35840,77790
10,9,Southern Tier,33-1011,First-Line Supervisors of Correctional Officers,140,84210,83390,64730,93950
10,9,Southern Tier,33-1012,First-Line Supervisors of Police and Detectives,260,108770,109060,79420,123440
10,9,Southern Tier,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,80,97000,102840,78260,106370
10,9,Southern Tier,33-1091,First-Line Supervisors of Security Workers,80,66890,53820,39920,80380
10,9,Southern Tier,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",50,83920,83880,54800,98480
10,9,Southern Tier,33-2011,Firefighters,210,70810,69120,53880,79270
10,9,Southern Tier,33-2021,Fire Inspectors and Investigators,70,70540,69290,48720,81440
10,9,Southern Tier,33-3011,Bailiffs,90,68360,65830,49010,78030
10,9,Southern Tier,33-3012,Correctional Officers and Jailers,1230,67630,65700,50890,76000
10,9,Southern Tier,33-3021,Detectives and Criminal Investigators,260,86170,83230,54930,101800
10,9,Southern Tier,33-3051,Police and Sheriff's Patrol Officers,1190,75370,69140,52610,86760
10,9,Southern Tier,33-9011,Animal Control Workers,80,50250,40610,37110,56820
10,9,Southern Tier,33-9021,Private Detectives and Investigators,,61740,54250,50480,67370
10,9,Southern Tier,33-9032,Security Guards,1090,41590,36830,30210,47280
10,9,Southern Tier,33-9091,Crossing Guards,140,35990,33570,28970,39510
10,9,Southern Tier,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",110,30880,29760,27720,32460
10,9,Southern Tier,33-9093,Transportation Security Screeners,50,45400,44290,40360,47930
10,9,Southern Tier,33-9094,School Bus Monitors,330,32420,30630,28030,34620
10,9,Southern Tier,33-9099,"Protective Service Workers, All Other",,44990,42010,31630,51670
10,9,Southern Tier,35-0000,Food Preparation and Serving Related Occupations,19070,36110,31320,28940,39700
10,9,Southern Tier,35-1011,Chefs and Head Cooks,300,60030,53220,41830,69120
10,9,Southern Tier,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1660,43940,39210,32280,49770
10,9,Southern Tier,35-2011,"Cooks, Fast Food",440,31280,29950,28450,32700
10,9,Southern Tier,35-2012,"Cooks, Institution and Cafeteria",780,39240,38640,30750,43480
10,9,Southern Tier,35-2014,"Cooks, Restaurant",1660,35270,32400,30330,37740
10,9,Southern Tier,35-2015,"Cooks, Short Order",320,35640,34660,29280,38820
10,9,Southern Tier,35-2019,"Cooks, All Other",,43430,42440,34010,48150
10,9,Southern Tier,35-2021,Food Preparation Workers,1190,32190,30840,28490,34040
10,9,Southern Tier,35-3011,Bartenders,840,38980,30970,28480,44230
10,9,Southern Tier,35-3023,Fast Food and Counter Workers,6210,31330,30570,28770,32610
10,9,Southern Tier,35-3031,Waiters and Waitresses,2560,44260,32380,28810,51990
10,9,Southern Tier,35-3041,"Food Servers, Nonrestaurant",580,31450,30330,28580,32880
10,9,Southern Tier,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1280,35570,31800,28150,39270
10,9,Southern Tier,35-9021,Dishwashers,870,31960,30190,28770,33550
10,9,Southern Tier,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",320,33710,30730,28300,36410
10,9,Southern Tier,35-9099,"Food Preparation and Serving Related Workers, All Other",,31850,30090,27750,33900
